"","Hour","am_pm","Date","KWH","usage","weekday"
"1981",2,"AM",2014-10-29,0.114,"kwh","Wednesday"
"1982",7,"PM",2014-07-30,5.054,"kwh","Wednesday"
"1983",4,"PM",2014-09-09,0.311,"kwh","Tuesday"
"1984",4,"AM",2014-05-04,0.278,"kwh","Sunday"
"1985",5,"PM",2014-03-26,0.853,"kwh","Wednesday"
"1986",2,"AM",2014-01-13,0.408,"kwh","Monday"
"1987",3,"AM",2014-02-06,0.216,"kwh","Thursday"
"1988",12,"AM",2014-02-18,0.32,"kwh","Tuesday"
"1989",7,"PM",2014-08-07,2.268,"kwh","Thursday"
"1990",5,"AM",2014-09-30,0.693,"kwh","Tuesday"
"1991",6,"AM",2014-01-25,1.44,"kwh","Saturday"
"1992",3,"PM",2014-01-04,1.89,"kwh","Saturday"
"1993",10,"PM",2014-03-24,0.464,"kwh","Monday"
"1994",12,"AM",2014-04-25,0.077,"kwh","Friday"
"1995",7,"AM",2014-03-07,0.648,"kwh","Friday"
"1996",7,"AM",2014-01-29,2.034,"kwh","Wednesday"
"1997",4,"PM",2014-03-03,0.259,"kwh","Monday"
"1998",4,"PM",2014-12-12,0.396,"kwh","Friday"
"1999",7,"PM",2014-01-19,2.88,"kwh","Sunday"
"2000",3,"PM",2014-04-29,0.138,"kwh","Tuesday"
"2001",11,"PM",2014-05-14,0.376,"kwh","Wednesday"
"2002",10,"PM",2014-12-30,0.633,"kwh","Tuesday"
"2003",2,"PM",2014-11-03,0.198,"kwh","Monday"
"2004",8,"PM",2014-06-25,2.362,"kwh","Wednesday"
"2005",11,"PM",2014-10-02,0.249,"kwh","Thursday"
"2006",10,"AM",2014-11-22,0.227,"kwh","Saturday"
"2007",5,"PM",2014-10-17,0.827,"kwh","Friday"
"2008",10,"AM",2014-06-02,0.619,"kwh","Monday"
"2009",9,"PM",2014-11-01,0.151,"kwh","Saturday"
"2010",7,"AM",2014-12-16,0.881,"kwh","Tuesday"
"2011",8,"AM",2014-10-15,0.226,"kwh","Wednesday"
"2012",8,"AM",2014-04-19,0.359,"kwh","Saturday"
"2013",8,"AM",2014-08-15,0.542,"kwh","Friday"
"2014",2,"AM",2014-11-15,0.135,"kwh","Saturday"
"2015",4,"AM",2014-03-16,0.283,"kwh","Sunday"
"2016",2,"AM",2014-05-01,0.147,"kwh","Thursday"
"2017",1,"PM",2014-09-28,0.441,"kwh","Sunday"
"2018",5,"PM",2014-09-19,0.983,"kwh","Friday"
"2019",4,"PM",2014-03-25,0.323,"kwh","Tuesday"
"2020",11,"PM",2014-01-28,1.03,"kwh","Tuesday"
"2021",4,"PM",2014-08-30,1.004,"kwh","Saturday"
"2022",7,"AM",2014-08-01,1.112,"kwh","Friday"
"2023",3,"AM",2014-01-18,0.492,"kwh","Saturday"
"2024",9,"AM",2014-12-15,0.337,"kwh","Monday"
"2025",10,"PM",2014-01-21,1.06,"kwh","Tuesday"
"2026",1,"PM",2014-07-03,1.152,"kwh","Thursday"
"2027",9,"PM",2014-03-06,0.566,"kwh","Thursday"
"2028",2,"PM",2014-11-14,0.157,"kwh","Friday"
"2029",1,"PM",2014-04-20,0.205,"kwh","Sunday"
"2030",2,"PM",2014-04-18,0.104,"kwh","Friday"
"2031",2,"AM",2014-05-14,0.152,"kwh","Wednesday"
"2032",1,"PM",2014-01-05,0.972,"kwh","Sunday"
"2033",8,"AM",2014-06-21,2.083,"kwh","Saturday"
"2034",10,"AM",2014-06-18,0.634,"kwh","Wednesday"
"2035",4,"AM",2014-07-06,0.72,"kwh","Sunday"
"2036",12,"AM",2014-12-27,0.889,"kwh","Saturday"
"2037",3,"PM",2014-04-28,0.101,"kwh","Monday"
"2038",4,"AM",2014-12-18,0.264,"kwh","Thursday"
"2039",2,"AM",2014-08-15,0.254,"kwh","Friday"
"2040",6,"PM",2014-06-26,2.117,"kwh","Thursday"
"2041",11,"AM",2014-09-09,0.396,"kwh","Tuesday"
"2042",12,"PM",2014-07-17,1.38,"kwh","Thursday"
"2043",9,"PM",2014-01-12,1.104,"kwh","Sunday"
"2044",10,"PM",2014-05-16,0.571,"kwh","Friday"
"2045",4,"AM",2014-07-11,0.494,"kwh","Friday"
"2046",3,"PM",2014-05-28,0.323,"kwh","Wednesday"
"2047",12,"PM",2014-02-05,0.522,"kwh","Wednesday"
"2048",7,"AM",2014-04-09,0.319,"kwh","Wednesday"
"2049",11,"PM",2014-06-30,0.972,"kwh","Monday"
"2050",5,"AM",2014-10-19,0.175,"kwh","Sunday"
"2051",7,"PM",2014-12-20,1.742,"kwh","Saturday"
"2052",9,"PM",2014-01-03,0.712,"kwh","Friday"
"2053",6,"AM",2014-08-20,1.195,"kwh","Wednesday"
"2054",7,"AM",2014-04-22,0.238,"kwh","Tuesday"
"2055",4,"PM",2014-02-14,0.413,"kwh","Friday"
"2056",10,"PM",2014-07-25,1.495,"kwh","Friday"
"2057",7,"AM",2014-04-25,0.3,"kwh","Friday"
"2058",3,"AM",2014-12-26,0.224,"kwh","Friday"
"2059",4,"PM",2014-01-05,2.106,"kwh","Sunday"
"2060",11,"AM",2014-11-04,0.241,"kwh","Tuesday"
"2061",7,"PM",2014-11-06,0.656,"kwh","Thursday"
"2062",2,"AM",2014-06-28,0.589,"kwh","Saturday"
"2063",5,"AM",2014-12-10,1.077,"kwh","Wednesday"
"2064",3,"AM",2014-03-24,0.176,"kwh","Monday"
"2065",2,"PM",2014-09-29,0.272,"kwh","Monday"
"2066",7,"AM",2014-01-19,2.112,"kwh","Sunday"
"2067",7,"PM",2014-05-29,1.57,"kwh","Thursday"
"2068",11,"PM",2014-08-25,0.564,"kwh","Monday"
"2069",11,"PM",2014-03-01,0.664,"kwh","Saturday"
"2070",8,"AM",2014-07-17,0.95,"kwh","Thursday"
"2071",2,"PM",2014-08-28,0.514,"kwh","Thursday"
"2072",2,"AM",2014-10-19,0.191,"kwh","Sunday"
"2073",2,"AM",2014-09-27,0.231,"kwh","Saturday"
"2074",5,"AM",2014-04-17,0.389,"kwh","Thursday"
"2075",7,"AM",2014-01-11,2.016,"kwh","Saturday"
"2076",2,"PM",2014-09-21,0.616,"kwh","Sunday"
"2077",8,"AM",2014-01-29,0.824,"kwh","Wednesday"
"2078",1,"AM",2014-03-20,0.142,"kwh","Thursday"
"2079",5,"AM",2014-07-18,2.482,"kwh","Friday"
"2080",12,"AM",2014-12-07,0.739,"kwh","Sunday"
"2081",5,"AM",2014-12-06,0.327,"kwh","Saturday"
"2082",11,"AM",2014-01-18,1.2,"kwh","Saturday"
"2083",2,"AM",2014-01-25,0.48,"kwh","Saturday"
"2084",9,"PM",2014-08-18,0.691,"kwh","Monday"
"2085",3,"PM",2014-03-13,0.275,"kwh","Thursday"
"2086",6,"PM",2014-01-14,2.52,"kwh","Tuesday"
"2087",1,"AM",2014-05-26,0.19,"kwh","Monday"
"2088",8,"AM",2014-05-31,0.926,"kwh","Saturday"
"2089",10,"AM",2014-07-19,1.526,"kwh","Saturday"
"2090",10,"AM",2014-10-14,0.235,"kwh","Tuesday"
"2091",9,"PM",2014-06-15,1.069,"kwh","Sunday"
"2092",3,"AM",2014-10-01,0.142,"kwh","Wednesday"
"2093",1,"AM",2014-08-30,0.374,"kwh","Saturday"
"2094",8,"AM",2014-05-13,0.333,"kwh","Tuesday"
"2095",9,"PM",2014-08-05,0.655,"kwh","Tuesday"
"2096",4,"AM",2014-01-28,0.448,"kwh","Tuesday"
"2097",7,"AM",2014-08-16,1.512,"kwh","Saturday"
"2098",11,"AM",2014-03-21,0.36,"kwh","Friday"
"2099",9,"PM",2014-12-05,0.427,"kwh","Friday"
"2100",10,"AM",2014-08-25,0.523,"kwh","Monday"
"2101",11,"AM",2014-08-22,0.48,"kwh","Friday"
"2102",2,"AM",2014-06-24,0.4,"kwh","Tuesday"
"2103",9,"AM",2014-05-19,0.281,"kwh","Monday"
"2104",2,"AM",2014-12-17,0.2,"kwh","Wednesday"
"2105",10,"PM",2014-03-16,0.348,"kwh","Sunday"
"2106",5,"AM",2014-10-31,0.62,"kwh","Friday"
"2107",3,"PM",2014-05-20,0.294,"kwh","Tuesday"
"2108",12,"AM",2014-05-18,0.73,"kwh","Sunday"
"2109",12,"PM",2014-09-04,0.347,"kwh","Thursday"
"2110",8,"PM",2014-09-16,1.221,"kwh","Tuesday"
"2111",5,"AM",2014-09-27,0.208,"kwh","Saturday"
"2112",6,"PM",2014-05-11,1.368,"kwh","Sunday"
"2113",7,"PM",2014-08-02,1.814,"kwh","Saturday"
"2114",1,"PM",2014-05-10,0.514,"kwh","Saturday"
"2115",6,"AM",2014-05-16,1.085,"kwh","Friday"
"2116",5,"AM",2014-04-23,0.37,"kwh","Wednesday"
"2117",7,"AM",2014-11-03,0.486,"kwh","Monday"
"2118",9,"PM",2014-05-08,0.538,"kwh","Thursday"
"2119",8,"PM",2014-06-06,2.39,"kwh","Friday"
"2120",6,"PM",2014-09-06,1.474,"kwh","Saturday"
"2121",1,"PM",2014-07-24,0.912,"kwh","Thursday"
"2122",11,"AM",2014-12-25,0.638,"kwh","Thursday"
"2123",3,"PM",2014-10-13,0.264,"kwh","Monday"
"2124",3,"PM",2014-01-13,0.656,"kwh","Monday"
"2125",7,"AM",2014-05-27,0.626,"kwh","Tuesday"
"2126",12,"PM",2014-08-20,0.666,"kwh","Wednesday"
"2127",4,"AM",2014-09-04,0.122,"kwh","Thursday"
"2128",9,"AM",2014-03-13,0.197,"kwh","Thursday"
"2129",5,"PM",2014-05-15,0.988,"kwh","Thursday"
"2130",4,"PM",2014-09-30,0.28,"kwh","Tuesday"
"2131",10,"AM",2014-10-18,0.418,"kwh","Saturday"
"2132",9,"AM",2014-09-21,0.554,"kwh","Sunday"
"2133",10,"AM",2014-09-27,0.424,"kwh","Saturday"
"2134",9,"PM",2014-09-30,0.428,"kwh","Tuesday"
"2135",1,"AM",2014-02-23,0.389,"kwh","Sunday"
"2136",3,"AM",2014-06-27,0.356,"kwh","Friday"
"2137",4,"AM",2014-10-14,0.132,"kwh","Tuesday"
"2138",9,"AM",2014-01-23,0.636,"kwh","Thursday"
"2139",4,"PM",2014-08-19,0.485,"kwh","Tuesday"
"2140",4,"PM",2014-12-28,0.96,"kwh","Sunday"
"2141",10,"AM",2014-12-10,0.378,"kwh","Wednesday"
"2142",7,"AM",2014-01-21,2.106,"kwh","Tuesday"
"2143",1,"AM",2014-01-30,0.324,"kwh","Thursday"
"2144",1,"PM",2014-04-23,0.121,"kwh","Wednesday"
"2145",1,"PM",2014-06-24,0.691,"kwh","Tuesday"
"2146",5,"PM",2014-08-06,1.357,"kwh","Wednesday"
"2147",8,"PM",2014-10-05,1.145,"kwh","Sunday"
"2148",7,"AM",2014-12-29,0.901,"kwh","Monday"
"2149",6,"PM",2014-11-16,0.972,"kwh","Sunday"
"2150",9,"PM",2014-07-10,1.426,"kwh","Thursday"
"2151",2,"PM",2014-07-21,0.912,"kwh","Monday"
"2152",5,"PM",2014-08-20,1.451,"kwh","Wednesday"
"2153",1,"AM",2014-05-25,0.288,"kwh","Sunday"
"2154",11,"AM",2014-02-27,0.606,"kwh","Thursday"
"2155",7,"PM",2014-07-02,3.888,"kwh","Wednesday"
"2156",9,"AM",2014-03-05,0.199,"kwh","Wednesday"
"2157",4,"PM",2014-05-07,0.365,"kwh","Wednesday"
"2158",11,"AM",2014-05-30,0.46,"kwh","Friday"
"2159",10,"AM",2014-08-08,0.533,"kwh","Friday"
"2160",11,"PM",2014-12-29,0.66,"kwh","Monday"
"2161",5,"AM",2014-02-17,1.056,"kwh","Monday"
"2162",6,"PM",2014-04-11,0.386,"kwh","Friday"
"2163",9,"PM",2014-09-19,0.258,"kwh","Friday"
"2164",2,"AM",2014-05-04,0.202,"kwh","Sunday"
"2165",3,"PM",2014-02-26,0.562,"kwh","Wednesday"
"2166",12,"PM",2014-04-30,0.162,"kwh","Wednesday"
"2167",12,"PM",2014-07-31,1.044,"kwh","Thursday"
"2168",2,"AM",2014-10-16,0.103,"kwh","Thursday"
"2169",6,"PM",2014-03-20,1.12,"kwh","Thursday"
"2170",4,"PM",2014-09-26,0.333,"kwh","Friday"
"2171",9,"AM",2014-11-03,0.153,"kwh","Monday"
"2172",9,"PM",2014-04-29,0.157,"kwh","Tuesday"
"2173",1,"AM",2014-11-18,0.102,"kwh","Tuesday"
"2174",6,"AM",2014-03-14,0.893,"kwh","Friday"
"2175",10,"PM",2014-06-24,0.81,"kwh","Tuesday"
"2176",8,"AM",2014-10-30,0.192,"kwh","Thursday"
"2177",6,"AM",2014-07-30,3.312,"kwh","Wednesday"
"2178",9,"AM",2014-09-27,0.561,"kwh","Saturday"
"2179",1,"AM",2014-11-17,0.08,"kwh","Monday"
"2180",4,"AM",2014-03-09,0.286,"kwh","Sunday"
"2181",4,"PM",2014-05-28,0.282,"kwh","Wednesday"
"2182",1,"AM",2014-08-27,0.238,"kwh","Wednesday"
"2183",4,"AM",2014-02-23,0.353,"kwh","Sunday"
"2184",4,"PM",2014-03-20,0.269,"kwh","Thursday"
"2185",3,"PM",2014-06-20,0.778,"kwh","Friday"
"2186",2,"PM",2014-06-18,0.749,"kwh","Wednesday"
"2187",3,"AM",2014-04-27,0.101,"kwh","Sunday"
"2188",4,"AM",2014-11-05,0.102,"kwh","Wednesday"
"2189",5,"PM",2014-01-22,2.288,"kwh","Wednesday"
"2190",2,"PM",2014-08-21,0.523,"kwh","Thursday"
"2191",6,"AM",2014-12-23,1.056,"kwh","Tuesday"
"2192",2,"PM",2014-01-11,1.44,"kwh","Saturday"
"2193",4,"PM",2014-11-20,0.203,"kwh","Thursday"
"2194",10,"PM",2014-11-29,0.187,"kwh","Saturday"
"2195",2,"PM",2014-05-20,0.381,"kwh","Tuesday"
"2196",3,"PM",2014-02-16,1.21,"kwh","Sunday"
"2197",5,"AM",2014-09-01,0.747,"kwh","Monday"
"2198",3,"PM",2014-02-23,0.896,"kwh","Sunday"
"2199",7,"AM",2014-10-27,0.481,"kwh","Monday"
"2200",11,"AM",2014-04-15,0.162,"kwh","Tuesday"
"2201",9,"PM",2014-06-17,1.026,"kwh","Tuesday"
"2202",11,"AM",2014-06-02,0.918,"kwh","Monday"
"2203",10,"AM",2014-12-24,0.488,"kwh","Wednesday"
"2204",6,"AM",2014-09-29,0.739,"kwh","Monday"
"2205",12,"AM",2014-11-07,0.112,"kwh","Friday"
"2206",6,"AM",2014-10-21,0.626,"kwh","Tuesday"
"2207",5,"AM",2014-05-18,0.278,"kwh","Sunday"
"2208",2,"AM",2014-12-23,0.205,"kwh","Tuesday"
"2209",6,"PM",2014-08-04,1.596,"kwh","Monday"
"2210",7,"PM",2014-09-11,1.008,"kwh","Thursday"
"2211",8,"AM",2014-01-02,0.712,"kwh","Thursday"
"2212",5,"AM",2014-07-19,0.598,"kwh","Saturday"
"2213",5,"AM",2014-01-19,0.522,"kwh","Sunday"
"2214",9,"AM",2014-10-09,0.212,"kwh","Thursday"
"2215",1,"AM",2014-10-16,0.132,"kwh","Thursday"
"2216",6,"AM",2014-11-03,0.513,"kwh","Monday"
"2217",1,"AM",2014-01-08,0.34,"kwh","Wednesday"
"2218",2,"AM",2014-02-27,0.266,"kwh","Thursday"
"2219",4,"PM",2014-10-09,0.194,"kwh","Thursday"
"2220",3,"AM",2014-03-20,0.192,"kwh","Thursday"
"2221",8,"PM",2014-06-28,3.305,"kwh","Saturday"
"2222",6,"AM",2014-08-02,0.97,"kwh","Saturday"
"2223",5,"PM",2014-06-30,2.246,"kwh","Monday"
"2224",9,"AM",2014-10-21,0.216,"kwh","Tuesday"
"2225",1,"PM",2014-09-22,0.269,"kwh","Monday"
"2226",10,"AM",2014-05-14,0.362,"kwh","Wednesday"
"2227",1,"AM",2014-05-01,0.13,"kwh","Thursday"
"2228",3,"AM",2014-02-14,0.247,"kwh","Friday"
"2229",10,"AM",2014-05-20,0.336,"kwh","Tuesday"
"2230",7,"PM",2014-02-17,1.879,"kwh","Monday"
"2231",5,"AM",2014-03-30,0.242,"kwh","Sunday"
"2232",7,"PM",2014-07-28,5.011,"kwh","Monday"
"2233",7,"PM",2014-03-23,1.224,"kwh","Sunday"
"2234",8,"AM",2014-12-06,1.258,"kwh","Saturday"
"2235",3,"AM",2014-07-30,0.542,"kwh","Wednesday"
"2236",1,"AM",2014-04-19,0.1,"kwh","Saturday"
"2237",4,"PM",2014-03-22,0.59,"kwh","Saturday"
"2238",5,"AM",2014-07-20,0.619,"kwh","Sunday"
"2239",10,"AM",2014-05-21,0.266,"kwh","Wednesday"
"2240",4,"PM",2014-03-18,0.259,"kwh","Tuesday"
"2241",12,"PM",2014-10-30,0.291,"kwh","Thursday"
"2242",10,"PM",2014-04-17,0.137,"kwh","Thursday"
"2243",4,"PM",2014-01-23,0.768,"kwh","Thursday"
"2244",3,"AM",2014-01-11,0.612,"kwh","Saturday"
"2245",4,"AM",2014-02-19,0.266,"kwh","Wednesday"
"2246",7,"PM",2014-03-28,1.512,"kwh","Friday"
"2247",6,"AM",2014-12-04,1.478,"kwh","Thursday"
"2248",4,"PM",2014-12-14,1.01,"kwh","Sunday"
"2249",1,"PM",2014-11-03,0.207,"kwh","Monday"
"2250",1,"PM",2014-02-25,0.48,"kwh","Tuesday"
"2251",5,"PM",2014-12-25,1.401,"kwh","Thursday"
"2252",1,"AM",2014-02-16,0.414,"kwh","Sunday"
"2253",11,"AM",2014-10-13,0.297,"kwh","Monday"
"2254",11,"PM",2014-09-15,0.333,"kwh","Monday"
"2255",5,"PM",2014-08-13,1.31,"kwh","Wednesday"
"2256",8,"PM",2014-06-15,3.337,"kwh","Sunday"
"2257",10,"PM",2014-11-03,0.254,"kwh","Monday"
"2258",2,"AM",2014-01-27,0.4,"kwh","Monday"
"2259",2,"AM",2014-05-31,0.252,"kwh","Saturday"
"2260",1,"AM",2014-04-22,0.064,"kwh","Tuesday"
"2261",6,"AM",2014-05-13,0.883,"kwh","Tuesday"
"2262",8,"PM",2014-01-10,3.392,"kwh","Friday"
"2263",4,"AM",2014-02-17,0.262,"kwh","Monday"
"2264",7,"PM",2014-12-22,1.742,"kwh","Monday"
"2265",4,"PM",2014-05-01,0.32,"kwh","Thursday"
"2266",1,"AM",2014-09-01,0.134,"kwh","Monday"
"2267",4,"AM",2014-07-13,0.626,"kwh","Sunday"
"2268",8,"PM",2014-10-31,1.133,"kwh","Friday"
"2269",9,"PM",2014-10-23,0.292,"kwh","Thursday"
"2270",7,"AM",2014-10-18,0.814,"kwh","Saturday"
"2271",12,"AM",2014-07-18,0.77,"kwh","Friday"
"2272",1,"PM",2014-08-04,0.523,"kwh","Monday"
"2273",10,"AM",2014-02-11,0.533,"kwh","Tuesday"
"2274",2,"AM",2014-02-10,0.238,"kwh","Monday"
"2275",12,"PM",2014-06-17,0.801,"kwh","Tuesday"
"2276",5,"PM",2014-02-22,0.918,"kwh","Saturday"
"2277",7,"AM",2014-05-09,0.605,"kwh","Friday"
"2278",3,"PM",2014-02-18,0.456,"kwh","Tuesday"
"2279",12,"PM",2014-06-03,0.828,"kwh","Tuesday"
"2280",10,"PM",2014-04-02,0.12,"kwh","Wednesday"
"2281",10,"PM",2014-02-18,0.6,"kwh","Tuesday"
"2282",3,"AM",2014-12-24,0.205,"kwh","Wednesday"
"2283",3,"PM",2014-03-23,0.727,"kwh","Sunday"
"2284",4,"PM",2014-01-02,0.712,"kwh","Thursday"
"2285",11,"AM",2014-12-26,0.462,"kwh","Friday"
"2286",9,"AM",2014-07-25,0.857,"kwh","Friday"
"2287",1,"AM",2014-07-12,0.864,"kwh","Saturday"
"2288",6,"PM",2014-08-02,2.009,"kwh","Saturday"
"2289",12,"AM",2014-07-11,0.684,"kwh","Friday"
"2290",10,"AM",2014-07-18,0.97,"kwh","Friday"
"2291",3,"AM",2014-05-11,0.262,"kwh","Sunday"
"2292",3,"AM",2014-02-23,0.349,"kwh","Sunday"
"2293",10,"PM",2014-08-01,0.764,"kwh","Friday"
"2294",11,"AM",2014-05-02,0.42,"kwh","Friday"
"2295",9,"AM",2014-06-16,0.513,"kwh","Monday"
"2296",10,"AM",2014-04-19,0.169,"kwh","Saturday"
"2297",11,"PM",2014-02-10,0.666,"kwh","Monday"
"2298",10,"PM",2014-10-15,0.252,"kwh","Wednesday"
"2299",5,"PM",2014-10-07,0.78,"kwh","Tuesday"
"2300",4,"PM",2014-12-16,0.361,"kwh","Tuesday"
"2301",10,"AM",2014-06-29,0.918,"kwh","Sunday"
"2302",10,"PM",2014-11-05,0.216,"kwh","Wednesday"
"2303",12,"PM",2014-10-18,0.385,"kwh","Saturday"
"2304",8,"AM",2014-11-25,0.189,"kwh","Tuesday"
"2305",4,"PM",2014-02-06,0.494,"kwh","Thursday"
"2306",9,"PM",2014-01-30,1.2,"kwh","Thursday"
"2307",5,"AM",2014-05-05,0.933,"kwh","Monday"
"2308",9,"AM",2014-11-15,0.458,"kwh","Saturday"
"2309",2,"PM",2014-05-31,0.595,"kwh","Saturday"
"2310",4,"AM",2014-08-22,0.211,"kwh","Friday"
"2311",10,"PM",2014-03-01,0.294,"kwh","Saturday"
"2312",10,"AM",2014-08-29,0.557,"kwh","Friday"
"2313",1,"AM",2014-06-07,0.475,"kwh","Saturday"
"2314",10,"PM",2014-10-27,0.309,"kwh","Monday"
"2315",7,"AM",2014-11-10,0.478,"kwh","Monday"
"2316",12,"PM",2014-07-23,1.128,"kwh","Wednesday"
"2317",11,"AM",2014-09-17,0.406,"kwh","Wednesday"
"2318",12,"PM",2014-08-18,0.618,"kwh","Monday"
"2319",7,"PM",2014-11-27,0.753,"kwh","Thursday"
"2320",4,"PM",2014-11-02,0.352,"kwh","Sunday"
"2321",7,"PM",2014-03-01,1.584,"kwh","Saturday"
"2322",5,"PM",2014-11-01,0.409,"kwh","Saturday"
"2323",5,"PM",2014-10-23,0.655,"kwh","Thursday"
"2324",9,"PM",2014-07-16,1.238,"kwh","Wednesday"
"2325",9,"AM",2014-01-03,0.558,"kwh","Friday"
"2326",1,"PM",2014-09-12,0.288,"kwh","Friday"
"2327",1,"PM",2014-01-29,0.664,"kwh","Wednesday"
"2328",3,"PM",2014-09-19,0.269,"kwh","Friday"
"2329",7,"PM",2014-06-29,3.532,"kwh","Sunday"
"2330",10,"PM",2014-01-07,1.09,"kwh","Tuesday"
"2331",12,"PM",2014-03-02,0.422,"kwh","Sunday"
"2332",10,"PM",2014-01-13,0.99,"kwh","Monday"
"2333",6,"PM",2014-02-20,1.898,"kwh","Thursday"
"2334",5,"AM",2014-07-08,2.798,"kwh","Tuesday"
"2335",3,"AM",2014-11-03,0.108,"kwh","Monday"
"2336",5,"AM",2014-11-18,0.416,"kwh","Tuesday"
"2337",4,"PM",2014-10-13,0.233,"kwh","Monday"
"2338",12,"PM",2014-01-03,1.16,"kwh","Friday"
"2339",3,"PM",2014-07-11,0.768,"kwh","Friday"
"2340",5,"AM",2014-10-26,0.162,"kwh","Sunday"
"2341",10,"AM",2014-12-02,0.418,"kwh","Tuesday"
"2342",12,"AM",2014-01-10,0.72,"kwh","Friday"
"2343",5,"AM",2014-02-26,1.307,"kwh","Wednesday"
"2344",12,"AM",2014-07-25,0.662,"kwh","Friday"
"2345",3,"AM",2014-10-17,0.142,"kwh","Friday"
"2346",6,"AM",2014-08-10,1.123,"kwh","Sunday"
"2347",9,"PM",2014-12-17,0.686,"kwh","Wednesday"
"2348",1,"PM",2014-03-17,0.272,"kwh","Monday"
"2349",1,"AM",2014-11-27,0.1,"kwh","Thursday"
"2350",10,"PM",2014-02-24,0.522,"kwh","Monday"
"2351",4,"AM",2014-05-29,0.178,"kwh","Thursday"
"2352",8,"AM",2014-09-02,0.238,"kwh","Tuesday"
"2353",1,"AM",2014-10-10,0.128,"kwh","Friday"
"2354",9,"AM",2014-04-06,0.3,"kwh","Sunday"
"2355",7,"PM",2014-06-25,2.689,"kwh","Wednesday"
"2356",4,"AM",2014-06-06,0.346,"kwh","Friday"
"2357",10,"PM",2014-01-16,0.86,"kwh","Thursday"
"2358",12,"PM",2014-10-24,0.309,"kwh","Friday"
"2359",12,"PM",2014-08-10,0.583,"kwh","Sunday"
"2360",4,"AM",2014-03-20,0.138,"kwh","Thursday"
"2361",10,"PM",2014-02-11,0.606,"kwh","Tuesday"
"2362",10,"PM",2014-08-11,0.504,"kwh","Monday"
"2363",1,"PM",2014-12-02,0.484,"kwh","Tuesday"
"2364",9,"PM",2014-03-01,0.294,"kwh","Saturday"
"2365",2,"PM",2014-10-14,0.257,"kwh","Tuesday"
"2366",7,"PM",2014-04-07,0.486,"kwh","Monday"
"2367",12,"AM",2014-05-21,0.211,"kwh","Wednesday"
"2368",11,"AM",2014-05-26,0.408,"kwh","Monday"
"2369",7,"PM",2014-02-26,2.009,"kwh","Wednesday"
"2370",2,"PM",2014-09-01,0.291,"kwh","Monday"
"2371",12,"PM",2014-01-23,0.95,"kwh","Thursday"
"2372",9,"AM",2014-02-12,0.392,"kwh","Wednesday"
"2373",1,"PM",2014-04-02,0.137,"kwh","Wednesday"
"2374",6,"AM",2014-09-03,0.79,"kwh","Wednesday"
"2375",2,"AM",2014-11-03,0.095,"kwh","Monday"
"2376",11,"AM",2014-05-21,0.468,"kwh","Wednesday"
"2377",9,"AM",2014-01-26,1.656,"kwh","Sunday"
"2378",6,"AM",2014-11-25,0.605,"kwh","Tuesday"
"2379",5,"AM",2014-12-28,0.32,"kwh","Sunday"
"2380",3,"PM",2014-01-17,0.64,"kwh","Friday"
"2381",11,"PM",2014-12-12,1.232,"kwh","Friday"
"2382",2,"AM",2014-02-24,0.226,"kwh","Monday"
"2383",10,"PM",2014-02-12,0.48,"kwh","Wednesday"
"2384",11,"AM",2014-11-21,0.18,"kwh","Friday"
"2385",9,"PM",2014-03-27,0.518,"kwh","Thursday"
"2386",2,"AM",2014-06-22,0.643,"kwh","Sunday"
"2387",9,"AM",2014-02-19,0.396,"kwh","Wednesday"
"2388",9,"AM",2014-07-27,1.836,"kwh","Sunday"
"2389",11,"AM",2014-04-01,0.134,"kwh","Tuesday"
"2390",2,"AM",2014-10-31,0.109,"kwh","Friday"
"2391",12,"PM",2014-09-24,0.413,"kwh","Wednesday"
"2392",11,"PM",2014-01-03,2.02,"kwh","Friday"
"2393",7,"PM",2014-12-23,1.98,"kwh","Tuesday"
"2394",4,"PM",2014-01-22,0.896,"kwh","Wednesday"
"2395",6,"AM",2014-06-27,2.138,"kwh","Friday"
"2396",3,"AM",2014-02-19,0.245,"kwh","Wednesday"
"2397",10,"PM",2014-08-19,0.69,"kwh","Tuesday"
"2398",8,"AM",2014-03-26,0.339,"kwh","Wednesday"
"2399",8,"PM",2014-12-08,1.566,"kwh","Monday"
"2400",3,"AM",2014-05-16,0.16,"kwh","Friday"
"2401",1,"PM",2014-01-03,0.88,"kwh","Friday"
"2402",6,"AM",2014-05-06,0.922,"kwh","Tuesday"
"2403",4,"AM",2014-01-09,0.424,"kwh","Thursday"
"2404",9,"AM",2014-11-10,0.132,"kwh","Monday"
"2405",12,"AM",2014-02-11,0.338,"kwh","Tuesday"
"2406",10,"AM",2014-10-05,0.36,"kwh","Sunday"
"2407",6,"PM",2014-03-16,1.642,"kwh","Sunday"
"2408",6,"AM",2014-05-12,1.152,"kwh","Monday"
"2409",12,"PM",2014-08-06,0.498,"kwh","Wednesday"
"2410",7,"PM",2014-12-14,2.039,"kwh","Sunday"
"2411",12,"AM",2014-03-17,0.214,"kwh","Monday"
"2412",3,"AM",2014-06-06,0.338,"kwh","Friday"
"2413",6,"AM",2014-03-20,1.142,"kwh","Thursday"
"2414",8,"AM",2014-05-03,0.988,"kwh","Saturday"
"2415",8,"PM",2014-04-23,0.403,"kwh","Wednesday"
"2416",9,"PM",2014-04-11,0.097,"kwh","Friday"
